file_name,program_name,start_time,end_time,transcription,start_time_ms,end_time_ms,avg_confidence
50925.wav,أكبر مطار بالعالم في الرياض.mp3,593.33,600.17,اليوم من نسبة بطالة تصل عشرين في المئة ، وهي نسبة غير عادية لأكبر بلد من حيث السكان وثاني أكبر اقتصاد بالعالم,593330,600170,0.99
50926.wav,أكبر مطار بالعالم في الرياض.mp3,610.66,622.51,في تقرير جديد يقارن بين تطبيقات التوصيل بالسعودية ثلاث تطبيقات بس اللي هم هنقر ستيشن و مرسول و جاهز يستحوذون على خمسة وثمانين إلى تسعين بالمئة من السوق ، في المتوسط تطبيقات,610660,622510,0.99
50927.wav,أكبر مطار بالعالم في الرياض.mp3,622.51,634.33,التوصيل تأخذ ثمانية عشر بالمئة من قيمة الطلبات كعمولة غير طبعًا قيمة التوصيل نفسه، وفي الخبر الثاني بعد الاضطرابات اللي تعيشها الصين ونزول النفط إلى أقل مستوى له في إحدى عشر شهر,622510,634330,0.98
50928.wav,أكبر مطار بالعالم في الرياض.mp3,634.84,646.84,أسواق الأسهم الخليجية تسجل بشكل جماعي خسائر مستمرة هذا الأسبوع وفي السوق تداول سهم أرامكو سجل أقل مستوى له من حوالي سنة ونصف، ولو تفكر تحضر كأس العالم هالأيام فمنفذ سلوى,634840,646840,0.93
50929.wav,أكبر مطار بالعالم في الرياض.mp3,646.84,658.54,ينبه بأن المواقف المجانية فيه قربت تنتهي و أن فيه خيار أنك تحجز بتطبيق هيا موقف مجاني لأربع وعشرين ساعة في منفذ أبو سمرة القطري ، أو أنك توقف سيارتك في الأحساء وتستخدم العشر,646840,658540,0.87
50930.wav,أكبر مطار بالعالم في الرياض.mp3,666.53,670.19,أنتج هذه الحلقة عمر العمران وتركي البلوشي وقدمتها أنا شهاب,666530,670190,0.8
50932.wav,لندن سرقات في وضح النهار.mp3,10.92,17.94,بالضبط، خان عمدة لندن طلع وقال جزء من زيادة معدلات الجريمة في لندن هو مسألة إرتفاع تكاليف المعيشة هناك و حرارة الطقس,10920,17940,0.99
50933.wav,لندن سرقات في وضح النهار.mp3,26.46,32.04,هذا بودكاست الفجر من ثمانية بودكاست فجر كل يوم نسرد لكم فيه سياق الأخبار اللي تهمكم، أنا عمر العمران,26460,32040,0.72
50935.wav,لندن سرقات في وضح النهار.mp3,39.33,51.33,خبرنا الأول عن تزايد حالات السرقة والهجمات العلنية في لندن وباريس والخبر الثاني من أمريكا عن الآ يفون وعزم آبل للإنتاج في الهند بعد شهرين من الإصدار الأو لي في الصين والخبر الثالث عن تنحي أنتوني فاوتشي,39330,51330,0.99
50936.wav,لندن سرقات في وضح النهار.mp3,57.34,62.14,أيه الصدق يمكن نهاية السنة يعني خصوصًا مع الفيزا الجديدة هذه التسهيلات اللي صايرة,57340,62140,0.99
50938.wav,لندن سرقات في وضح النهار.mp3,67.48,75.97,أنا شفت لهم تعرف باصهم أبو دورين ذاك الأحمر قاعد يحترق فقعدت أفكر أن الناس تنحاش من الحر تروح للحر غير منطقي,67480,75970,0.98
50939.wav,لندن سرقات في وضح النهار.mp3,76.45,83.23,لكن صار هناك شيء مقلق أكثر من الحر، الفترة الأخيرة أنتشرت أخبار عن تزايد حالات السرقة العلنية في لندن وحتى في باريس,76450,83230,0.98
50940.wav,لندن سرقات في وضح النهار.mp3,83.38,89.89,هذا أنا أمس شفته مقطع لواحد قاعد ينسرق هو و زوجته عيني عينك في النهار ولا حولهم أحد,83380,89890,0.84
50941.wav,لندن سرقات في وضح النهار.mp3,96.49,106.21,هذا أمس أنا شفته في تويتر كان قاعد يسرق يكسر زجاج السيارة وأحس هذه المواقف و إنتشار المقاطع بتشكل طبعًا خوف عند السياح خصوصًا,96490,106210,0.99
50942.wav,لندن سرقات في وضح النهار.mp3,106.24,111.22,الناس اللي معهم بوقاتي فأنا جاي سياحة ولا أنسرق وأ تعرض للخطر صعبة والله,106240,111220,0.97
50943.wav,لندن سرقات في وضح النهار.mp3,112.06,118.66,بالضبط خان عمدة لندن طلع و قال أنه جزء من زيادة معدلات الجريمة في لندن هو مسألة إرتفاع تكاليف المعيشة هناك و حرارة الطقس,112060,118660,0.99
50944.wav,لندن سرقات في وضح النهار.mp3,122.8,128.44,يعني جزء من تبرير خان كان منطقي من ناحية أن الفقر والحرمان سبب هذا الشيء، بس حتى إرتفاع معدلات,122800,128440,0.98
50947.wav,لندن سرقات في وضح النهار.mp3,140.86,146.26,خبرنا الثاني من شركة آبل اللي تخطط لتسريع صناعة الآيفون بمساعدة الهند بدلًا من الصين,140860,146260,0.99
50948.wav,لندن سرقات في وضح النهار.mp3,149.44,155.86,إلا بينزل سبتمبر و تقدر تصف طابور و تأخذ لك آيفون بس فيه أشياء بتصير خلف الكواليس يمكنها ما تطلع,149440,155860,0.92
50950.wav,لندن سرقات في وضح النهار.mp3,163.24,169.26,هذا التركيب اللي في الصين صدّع بآبل ، آبل شركة تقنية عامة يقدر أي واحد يستثمر فيها وهدفها,163240,169260,0.76
50951.wav,لندن سرقات في وضح النهار.mp3,169.27,173.53,أكيد زيادة قيمتها السوقية اللي بمعنى آخر تبغى أرباح مثل أي شركة,169270,173530,0.99
50953.wav,لندن سرقات في وضح النهار.mp3,178.96,182.92,جا ء الرئاسة في 2017 بدأ يعادّي الصين لين رفع التعرفة,178960,182920,0.99
50954.wav,لندن سرقات في وضح النهار.mp3,188.47,193.27,هذه الرسوم تفرضها الدول على المنتجات الأجنبية بحيث أنها تحافظ و تحمي المنتجات المحلية,188470,193270,0.99
50957.wav,لندن سرقات في وضح النهار.mp3,204.88,214.75,آبل شركة وطنية أمريكية، ولقت إستثناء أنها ما تدفع هذه التعرفة الجمركية ولو دفعت بيرتفع سعر الجهاز يمكن 120 دولار بس,204880,214750,0.98
50960.wav,لندن سرقات في وضح النهار.mp3,231.7,239.05,أن تيم كوك رئيس آبل إعترف بالشيء هذا وقال صعب نلقى اللي عند الصينيين في أي مكان في العالم ، والسبب إنهم,231700,239050,0.61
50961.wav,لندن سرقات في وضح النهار.mp3,239.05,245.71,يبون يصنعون مئة مليون حبة وبجودة عالية ، وهذا كله يحتاج موهبة و ابتكار,239050,245710,1.0
50962.wav,لندن سرقات في وضح النهار.mp3,248.68,253.36,أول شي ء للحين ما فيه أي إعلان رسمي من آبل نفسها ، لكن آبل تأثرت بسبب,248680,253360,0.99
50963.wav,لندن سرقات في وضح النهار.mp3,253.36,258.31,كورونا وتعطلت من ستة إلى تسعة شهور في الصناعة بسبب حظر التجول,253360,258310,0.98
50964.wav,لندن سرقات في وضح النهار.mp3,258.31,263.23,اللي تفرضه الصين بين كل فترة وفترة فجالسين يحاولون يشوفون بديل مثل الهند,258310,263230,0.99
50965.wav,لندن سرقات في وضح النهار.mp3,263.62,266.86,والهند هي ثاني أكبر دولة في سوق الهواتف الذكية,263620,266860,1.0
50966.wav,لندن سرقات في وضح النهار.mp3,268.48,279.58,يعني الخطة مبدئيًا أنهم ينقلون سلسلة توريد في أكتوبر أو نوفمبر ، حتى أن شركة فوكسكون اللي تعتبر واحدة من أكبر الموردين لآبل جالسين يدرسون سلسلة التوريد ، بحيث فعلًا تنتقل للهند,268480,279580,0.99
50967.wav,لندن سرقات في وضح النهار.mp3,284.83,290.68,خبرنا الثالث من أمريكا وهو تنحي أنتوني فاوتشي كبير المستشارين الطبيين للرئيس الأمريكي عن مناصبه نهاية,284830,290680,0.61
50968.wav,لندن سرقات في وضح النهار.mp3,293.35,296.74,تذكر أنه في وقت كورونا كان فاوتشي أكثر شخص نسمع له يعني ننتظر,293350,296740,0.99
50973.wav,لندن سرقات في وضح النهار.mp3,316.57,321.52,يضحك بشكل ساخر على اللحظات اللي كانت تصير تلك الفترة ، وخصوصًا في مسألة المعلومات اللي كان,316570,321520,0.99
50975.wav,لندن سرقات في وضح النهار.mp3,326.35,331.15,أساسًا سبب الصراع بينه وبين الرئيس ترامب بعدين، المهم أ نه فاوتشي إنضم للمعهد الوطني,326350,331150,0.97
50976.wav,لندن سرقات في وضح النهار.mp3,331.15,336.31,لمقاومة الأمراض المعدية في 1968 بعد الرئيس ليندون جونسون ، وبعدين,331150,336310,0.99
50977.wav,لندن سرقات في وضح النهار.mp3,336.31,341.05,تم تعيينه مدير للمعهد في 1984 في فترة الرئيس ريقن، الفترة تلك,336310,341050,0.96
50979.wav,لندن سرقات في وضح النهار.mp3,347.86,356.92,يعني 38 سنة وهو مدير المعهد الصدق بدأت أفهم شعوره إذا جاء واحد يتفلسف وهو ما يدري وش السالفة خصوصًا في فترة حساسة مثل كورونا,347860,356920,0.99
50980.wav,لندن سرقات في وضح النهار.mp3,357.33,369.26,عاد تدري أن كثير غير راضين عن تعامل فاوتشي مع الأزمة مثلًا في لبس الكمامات والإغلاق اللي هو كان من مؤيديها، لدرجة أن فاوتشي استأجر حارس أمن يحميه ويحمي عائلته بعد ما وصلته تهديدات بالقتل و بناته تعرضوا,357330,369260,0.98
50981.wav,لندن سرقات في وضح النهار.mp3,370.03,373.69,لعلهم صعدّوا الموضوع، الموضوع غثيث بس ماتوصل كذا,370030,373690,0.89
50982.wav,لندن سرقات في وضح النهار.mp3,374.14,380.65,وأستمر صراعه يعني قبل فترة تسربت إيميلات لفاوتشي و سببت ضجة وسبب الضجة أنه في جزء من الرسائل قال أن,374140,380650,0.99
50983.wav,لندن سرقات في وضح النهار.mp3,380.65,387.64,فاوتشي لمسألة عدم صحة تسرب فيروس كورونا من أحد المختبرات ، وهذا أكيد يعني يدعم النظرية الصينية حول الفيروس ،,380650,387640,0.99
50984.wav,لندن سرقات في وضح النهار.mp3,388.06,394.79,فبسبب هذا الشيء تعرض لهجوم كبير ، لكن بعدين طلع رد على أن هذه الرسالة تم اجتزاءها و أنه منفتح تجاه مسألة منشأ,388060,394790,0.91
50985.wav,لندن سرقات في وضح النهار.mp3,395.53,401.35,يا أخي أتذكر الفترة هذه كل شوي يطلع خبر ما تدري وش يصير، بكرة يقولون لك مصنع بعد بكرة يقولون ما أدري وش,395530,401350,0.98
50989.wav,الجبال مهربي من ظروف الحياة.mp3,20.54,27.04,هذا اليوم عن بعض المراحل، بدأنا بالطفولة و الطفولة دائمًا هي,20540,27040,0.86
50990.wav,الجبال مهربي من ظروف الحياة.mp3,27.04,31.9,سهم البوصلة اللي يوجه الإنسان لبقية حياته، و ذكرت,27040,31900,0.97
50991.wav,الجبال مهربي من ظروف الحياة.mp3,31.92,37.3,بعض الأفكار اللي كانت تدور في,31920,37300,0.89
50996.wav,الجبال مهربي من ظروف الحياة.mp3,57.52,61.84,مو المعاناة أقول بعض الأشياء,57520,61840,0.96
50997.wav,الجبال مهربي من ظروف الحياة.mp3,61.96,65.74,اللي كانت خارج الخطة بعد,61960,65740,0.99
50999.wav,الجبال مهربي من ظروف الحياة.mp3,70.12,74.7,إلى تكلمنا آخر شيء عن المشروع اللي,70120,74700,0.96
51001.wav,الجبال مهربي من ظروف الحياة.mp3,78.56,82.2,كتاب شِداد، والحديث عن كتاب شداد ليس,78560,82200,0.77
51002.wav,الجبال مهربي من ظروف الحياة.mp3,82.66,86.84,الحديث عن الكتاب بذاته أو المشروع بذاته، الحديث عن,82660,86840,0.92
51005.wav,الجبال مهربي من ظروف الحياة.mp3,148.14,152.78,مرحلة الطفولة بالنسبة لي أعتقد أنها مرحلة كانت,148140,152780,0.89
51006.wav,الجبال مهربي من ظروف الحياة.mp3,152.94,157.9,صعبة جدًّا من ال ناحية النفسية، ربما لم,152940,157900,0.95
51008.wav,الجبال مهربي من ظروف الحياة.mp3,162.62,167.46,الناس، سبحان الله، حاسة التذوق عندك تختلف، بعض الناس يقدر الحار و,162620,167460,0.78
51010.wav,الجبال مهربي من ظروف الحياة.mp3,172.66,177.5,ربما أحداثي تكون يسيرة أو كلمات يسيرة يكون لها أثر كبير,172660,177500,0.95
51011.wav,الجبال مهربي من ظروف الحياة.mp3,177.5,182.42,فأتوقع أنه حساسية النفس عالية وهذا شيء يتفاوت فيه الناس، حتى أني,177500,182420,0.87
51014.wav,الجبال مهربي من ظروف الحياة.mp3,192.34,197.3,دقيقة وتفاصيل دقيقة، ويعبر عمّا في نفوس الناس لذلك الناس تحب الشعر،,192340,197300,0.94
51015.wav,الجبال مهربي من ظروف الحياة.mp3,198.08,202.9,فأعتقد أنه مثل ما أقول هذه,198080,202900,0.72
51016.wav,الجبال مهربي من ظروف الحياة.mp3,202.9,208.32,التركيبة وجود حساسية عالية، ووجود ظروف,202900,208320,0.95
51017.wav,الجبال مهربي من ظروف الحياة.mp3,208.32,213.98,نفسية صعبة واجتماعية ربما منها انفصال,208320,213980,0.95
51018.wav,الجبال مهربي من ظروف الحياة.mp3,214.02,220.34,الوالدين أو شيء مثل كذا، فبدأت أطلق,214020,220340,0.94
51019.wav,الجبال مهربي من ظروف الحياة.mp3,220.38,225.32,القدم وأمشي خاصةً في إجازة نهاية الأسبوع,220380,225320,0.96
51020.wav,الجبال مهربي من ظروف الحياة.mp3,226.42,232.96,أخرج من البيت، وأهيم أمشي ثم حُبب إلي أني أصعد الجبال، ومع,226420,232960,0.98
51021.wav,الجبال مهربي من ظروف الحياة.mp3,232.96,238.02,صعود الجبال وجدت فيها متنفس عجيب،,232960,238020,0.93
51022.wav,الجبال مهربي من ظروف الحياة.mp3,238.7,244.92,صعود الجبال هذا شيء ساحر، وجبال مكة لها سحر خاص، سحر,238700,244920,0.99
51023.wav,الجبال مهربي من ظروف الحياة.mp3,244.92,249.92,خاص جدًا فكنت أطلع على الجبال كل فترة أخذ لي جبل و أطلع عليه من,244920,249920,0.9
51024.wav,الجبال مهربي من ظروف الحياة.mp3,249.92,254.76,الصباح يأخذ مني كم ساعة، وأجلس فوق الجبل، و,249920,254760,0.97
51025.wav,الجبال مهربي من ظروف الحياة.mp3,254.76,260.88,أطالع و أتأمل، و ربما الارتفاع الجغرافي,254760,260880,0.96
51026.wav,الجبال مهربي من ظروف الحياة.mp3,261.26,268.06,تنظر إلى الأرض تحتك صغيرة و البيوت صغيرة و الدنيا كلها صغيرة فيتزامن,261260,268060,0.96
51029.wav,الجبال مهربي من ظروف الحياة.mp3,279.14,283.86,تلهمني سيرة النبي، صلى الله عليه وسلم، أنه كان يصعد للجبال و,279140,283860,0.95
51030.wav,الجبال مهربي من ظروف الحياة.mp3,283.86,288.64,يتحنث فيها الليالي ذوات العدد، قبل أن ينزل عليه الوحي و هو أكمل,283860,288640,0.98
51031.wav,الجبال مهربي من ظروف الحياة.mp3,288.76,294.92,الناس سيرة وأحسنهم خلقًا و خلقة و,288760,294920,0.97
51032.wav,الجبال مهربي من ظروف الحياة.mp3,294.92,299.74,خُلقًا، فكانت هذه المعاني أستحض، ها,294920,299740,0.98
51033.wav,الجبال مهربي من ظروف الحياة.mp3,300.06,304.6,أتذكر حتى أني كنت إذا طلعت على الجبل أقول ما أحد طلع,300060,304600,0.89
51034.wav,الجبال مهربي من ظروف الحياة.mp3,304.6,309.82,هذت فإذا رحت فوق لقيت أثر بيالة شاهي أو شيء وناس طالعين قبلي أقول,304600,309820,0.5
51035.wav,الجبال مهربي من ظروف الحياة.mp3,310.64,315.4,بغالك تبحث عن أهداف أبعد، وبدأت حتى,310640,315400,0.92
51038.wav,الجبال مهربي من ظروف الحياة.mp3,325.46,331.42,أوقات مبكرة من الطفولة، كانت تعطي دافع معنوي قوي,325460,331420,0.54
51039.wav,الجبال مهربي من ظروف الحياة.mp3,331.42,336.04,حتى أذكر أنه كان بعض الناس كان بعض الرعاة يشوفوا الطفل كيف طالع الجبل فيصيح عليك,331420,336040,0.89
51041.wav,الجبال مهربي من ظروف الحياة.mp3,342.35,349.2,الابتدائي تقريبًا كنت أطلع في التلفزيون برامج,342350,349200,0.91
51042.wav,الجبال مهربي من ظروف الحياة.mp3,349.24,355.24,وتقارير عن آثار ويجيب لك آثار من حول العالم، ففي,349240,355240,0.98
51044.wav,الجبال مهربي من ظروف الحياة.mp3,367.44,370.86,أشوفها أخاف أنه يصير عليها شيء، وأذكر,367440,370860,0.94
51045.wav,الجبال مهربي من ظروف الحياة.mp3,371.04,374.14,فهذا اللي ممكن خلاني بعد,371040,374140,0.78
51047.wav,الجبال مهربي من ظروف الحياة.mp3,381.1,385.28,أيضًا كانوا جايبين برامج من السعودية و,381100,385280,0.61
51049.wav,الجبال مهربي من ظروف الحياة.mp3,388.44,391.46,مألوفة لي، فكان يتكلم و,388440,391460,0.92
51050.wav,الجبال مهربي من ظروف الحياة.mp3,394.02,397.02,ينطق بعض الكلمات بطريقة أنا أطالع فيها أقول,394020,397020,0.6
51053.wav,الجبال مهربي من ظروف الحياة.mp3,419.14,422.52,بدأت من الطفولة، وبدأت تجمع عليها,419140,422520,0.96
51054.wav,الجبال مهربي من ظروف الحياة.mp3,428.4,432.98,إلى أن جاءت جامعة البترول، وأتذكر,428400,432980,0.94
51056.wav,الجبال مهربي من ظروف الحياة.mp3,442.62,446.14,العروض حق بندة، كل,442620,446140,0.95
51058.wav,الجبال مهربي من ظروف الحياة.mp3,458.66,462.16,على الجامعات وكان هدفي أ بغى جامعة البترول ليس,458660,462160,0.91
51060.wav,الجبال مهربي من ظروف الحياة.mp3,475.08,478.18,شاء الله، مهتم ومنظم ومرتب من,475080,478180,0.82
51063.wav,الجبال مهربي من ظروف الحياة.mp3,504.48,518.24,وجئت إلى الجامعة هنا، وكانت عالم آخر دُنيا أخرى، السكن الجامعي إضافة كبيرة كنت تلتقي مع ناس من كل,504480,518240,0.82
51065.wav,الجبال مهربي من ظروف الحياة.mp3,532.1,546.02,طبيعية، كنت أنتظر كل ترم يتغير عشان يجي الشعب الجديدة، و ناس جدد وأ عرف على طلاب جدد، فكان هذا الشيء موجود، و في نفس الوقت تغيرت نظرتي عن نفسي، كنت في,532100,546020,0.82
51066.wav,الجبال مهربي من ظروف الحياة.mp3,546.02,549.38,أيام المتوسط والثانوي كنت أشوف أني ما...,546020,549380,0.75
51067.wav,الجبال مهربي من ظروف الحياة.mp3,554.02,560.72,فكرة عن نفسي أني كنت شخص غير محبوب، يوم جئت الجامعة تشوف الناس تحبك وترحب فيك ويسلمون عليك في كل مكان,554020,560720,0.91
51068.wav,الجبال مهربي من ظروف الحياة.mp3,564.8,573.66,احنا نبغى نروح المبنى الثاني لأنه مبنى التخصص مبنى الهندسة الميكانيكية، كان تخصصي هندسة ميكانيكية،,564800,573660,0.95
51069.wav,الجبال مهربي من ظروف الحياة.mp3,574.44,583.98,وطريقة اختيار التخصص أيضًا كانت غريبة، دخلت السنة التحضيرية، وانتهيت,574440,583980,0.95
51071.wav,الجبال مهربي من ظروف الحياة.mp3,592.86,602.04,نروح ونقابل الطلاب، وكل واحد يشرح عن تخصصه فجئت عند قسم حق إدارة، وجاء,592860,602040,0.84
51072.wav,الجبال مهربي من ظروف الحياة.mp3,602.04,612.02,واحد قال يا أخي أيش لك وأيش للهندسة وصعبة وما تنفهم، والناس قاعدة تنفصل بعد السنة الأولى، ويطلعون,602040,612020,0.97
51073.wav,الجبال مهربي من ظروف الحياة.mp3,612.36,621.22,تعال للإدارة نفس الرواتب، و نفس كذا، ب س أنا أشوف أشكالهم حق الإدارة كذا مرتبين وعيال تجار، وعيال زي كذا ما,612360,621220,0.94
51075.wav,الجبال مهربي من ظروف الحياة.mp3,631.6,640.52,عشق ، ولأنه كان التخصص اللي يُقال عنه بتاع كله أكثر تخصص مطلوب في,631600,640520,0.93
51079.wav,الجبال مهربي من ظروف الحياة.mp3,675.76,686.14,الدكتور فلان، وما فهمت ولا شيء، قال ما فهمت الدكتور فلان؟ صفط عفشك وارجع البيت ، فتحطمت جدًّا لكن,675760,686140,0.92
51081.wav,الجبال مهربي من ظروف الحياة.mp3,697.42,706.94,و الحصص كلها يمكن تخرجت الجامعة كلها الدكتور يقول شيء، وأنا أفكر شيء ثاني، وأكتب وأحيانًا أجيب معاي كتب وأقراها في وسط الحصة بس,697420,706940,0.61
51082.wav,الجبال مهربي من ظروف الحياة.mp3,706.94,710.78,كان التحضير، والحمد لله، تخرجت مرتبة شرف.,706940,710780,0.97
51083.wav,الجبال مهربي من ظروف الحياة.mp3,712.28,719.16,لكن ربما أحد أكثر الأشياء اللي أشوف أنه قصة تحول في الجامعة آخر يوم في السنة,712280,719160,0.97
51084.wav,الجبال مهربي من ظروف الحياة.mp3,719.16,725.82,التحضيرية قبل الاختبارات النهائية، وقبلها بيوم يومن وجدت أثر تعب شديد,719160,725820,0.94
51085.wav,الجبال مهربي من ظروف الحياة.mp3,725.82,733.32,وعطش وأشعر كأن عظامي ملتصقة بالأرض من التعبن أذكر,725820,733320,0.95
51086.wav,الجبال مهربي من ظروف الحياة.mp3,733.32,740.08,إذا دخلت الغرفة اللي في الجامعة أفتح الباب وحتى ما أمشي إلى السرير,733320,740080,0.96
51087.wav,الجبال مهربي من ظروف الحياة.mp3,740.08,747.14,أمام الأرض أو أن سدح عليها من التعب فأروح أشرب ماء أعطش،,740080,747140,0.9
51089.wav,الجبال مهربي من ظروف الحياة.mp3,754.62,761.22,أدري، وجايي ني سكر من نوع الأول شديد جدًّا حتى ارتفع أتوقع إلى ارتفاعات,754620,761220,0.97
51090.wav,الجبال مهربي من ظروف الحياة.mp3,761.44,768.34,شديدة، و رحت المستشفى الجامعي قالوا معاك سكر على طول,761440,768340,0.85
51091.wav,الجبال مهربي من ظروف الحياة.mp3,768.34,776.1,أخذوني و حطوني في محاليل، و أخذ معي الكتب حق الاختبار اليوم اللي بعده، فأخذ,768340,776100,0.9
51093.wav,الجبال مهربي من ظروف الحياة.mp3,782.78,789.7,بنصدم من الموضوع قال أنت معك سكر؟ فأذكر قلت له نكتة كذا رديت عليه بطريقة ما,782780,789700,0.99
51094.wav,الجبال مهربي من ظروف الحياة.mp3,789.7,798.52,أبغى أذكرها قلت والله يمكن مع الحب دكتور ولّا شيء زي كده، وأنا أمزح فقط,789700,798520,0.97
51095.wav,الجبال مهربي من ظروف الحياة.mp3,798.52,806.14,جبت ها مزحة كذا وه مستغرب أسش هذا اللي نقوله عندك سكر، ويرد بهذه الطريقة، وـذكر,798520,806140,0.94
51096.wav,الجبال مهربي من ظروف الحياة.mp3,806.14,813.82,واحد من الشباب صورني وأنا على السرير، وحاطين لي محاليل وأخذ الكتب وأقرأ فيها طلعوا,806140,813820,0.93
51097.wav,الجبال مهربي من ظروف الحياة.mp3,813.82,819.62,المحاليل، أقول ترى عندي اختبار الحين، عندي اختبار حق الفاينل حق الإنقليزي والرياضيات,813820,819620,0.92
51098.wav,الجبال مهربي من ظروف الحياة.mp3,820.76,831.54,فكوا لي المحاليل وأعطوني أدوية ما عرفت كيف أستخدمها، ورحت إلى الاختبار من المستشفى على الاختبار وحتى، سبحان الله، ما,820760,831540,0.99
51099.wav,الجبال مهربي من ظروف الحياة.mp3,831.54,844.12,خطر في بالي أني أخذ عذر طبي أنا في بالي أن هذا الشيء ما يستحق عذر طبي أصلًا، شيء جديد علي، في ذيك الأيام كانت الأجهزة غير متطورة حق التحاليل، كنا,831540,844120,0.91
51100.wav,الجبال مهربي من ظروف الحياة.mp3,844.5,858.56,نستخدم الأبر اليدوية اللي تروح إلى أنبوب زجاج وتشيل معاك أشياء كثيرة م ا كان مزعجني الموضوع، الحمد لله، سبحان الله، تقبلته نفسيًّا بأريحية،,844500,858560,0.99
51101.wav,الجبال مهربي من ظروف الحياة.mp3,859.74,871.16,لكن اللي اكتشفته بعد كذا أنه يحتاج مريض السكر أن يبذل أضعاف المجهود حتى يكون شخص طبيعي، بالنسبة,859740,871160,0.95
51103.wav,الجبال مهربي من ظروف الحياة.mp3,881.92,893.74,70% أو 80% أو 90% ليش؟ لأن لحظات الصفاء عندك أقل، تبغى تقعد توازن السكر، ارتفع أو انخفض، خرب مزاجك خاصةً الاخفاض فتحتاج,881920,893740,0.85
51104.wav,الجبال مهربي من ظروف الحياة.mp3,893.74,900.64,وقت أطول، لحظات الصفاء هذه ما تلقاها دائمًا اللي تكون في حالتي تجلس على الكتاب وتركز.,893740,900640,0.98
51106.wav,الجبال مهربي من ظروف الحياة.mp3,916.02,927.84,فرحت أخذ لي تمر سكري مكنوز مع اللبن، وقلت هذا الأكل الطبيعي وشوف كيف كان يرفع السكر شوف الجهل أيام الجامعة نفس المكان هذا اللي نمشي فيه الحين احنا والله أتذكر,916020,927840,0.87
51107.wav,الجبال مهربي من ظروف الحياة.mp3,927.9,940.12,أنا شايل شنطة الكتب، وأتذكر أنا طالع في البرج كذا وأصب في نفسي في الجامعة، وأقول لك فأنا مستغرب ليش,927900,940120,0.82
51110.wav,الجبال مهربي من ظروف الحياة.mp3,960.86,966.16,أتذكر يوم تخرجت خلاص,960860,966160,0.88
51111.wav,الجبال مهربي من ظروف الحياة.mp3,966.5,971.18,بدأت، الحمد لله، معدل طيب وتخصص مطلوب،,966500,971180,0.97
51112.wav,الجبال مهربي من ظروف الحياة.mp3,972.26,976.86,وبدأت أبني الأحلام وأجيب ورقة وقلم هذا قرض السيارة وهذا قرض,972260,976860,0.89
51113.wav,الجبال مهربي من ظروف الحياة.mp3,977.06,981.94,ممكن الزواج وهذا قرض كذا وهذا قرض كذا، حتى السيارة اللي,977060,981940,0.97
51114.wav,الجبال مهربي من ظروف الحياة.mp3,981.94,986.76,أريدها كذا وأنا أتخيلها أحسها تلمع كذا مغسلة مرة ومتخيل لونها،,981940,986760,0.9
51115.wav,الجبال مهربي من ظروف الحياة.mp3,988.66,993.36,وجاء يوم المهنة وقدمت وجاني قبول، واطمأنيت،,988660,993360,0.98
51116.wav,الجبال مهربي من ظروف الحياة.mp3,993.92,999.16,ومثل ما قلت لك بدأت أخذ الورقة والقلم وأقسم وأشوف، وأشوف عشر,993920,999160,0.93
51117.wav,الجبال مهربي من ظروف الحياة.mp3,999.16,1003.78,سنين قدام وين رايح؟ ورجعت عند أهلي,999160,1003780,0.94
51118.wav,الجبال مهربي من ظروف الحياة.mp3,1005.3,1010.26,وطاب لي المكوث عند أهلي فاتصلت على الشركة هذه، وقلت لهم...,1005300,1010260,0.98
51119.wav,الجبال مهربي من ظروف الحياة.mp3,1010.28,1017.18,هي شركة من أكبر الشركات لما أقول لك من أكبر الشركات تخيل ما يبدو لك قلت,1010280,1017180,0.85
51121.wav,الجبال مهربي من ظروف الحياة.mp3,1025.06,1031.68,قال ما عندك مشكلة كلمنا بكرة، اتصل عليهم ثاني يوم قال والله م عليش ترى ألغينا عرضك الوظيفي،,1025060,1031680,0.94
51125.wav,الجبال مهربي من ظروف الحياة.mp3,1052.74,1059.36,وجدت أمامي إلا البعثة وأنا ما كنت أبغى أُبتعث كانت البعثة في ذروتها كان أخي الكبير,1052740,1059360,0.99
51126.wav,الجبال مهربي من ظروف الحياة.mp3,1059.36,1065.92,مبتعث والشقيق الوحيد، وإذا راحوا ورحت أنا من يبقى مع,1059360,1065920,0.95
51128.wav,الجبال مهربي من ظروف الحياة.mp3,1073.86,1079.08,أحب السفر وأحب هذه الأشياء، ولكن ما أبغى أروح أسافر برّى عشان أذاكر، بعدها,1073860,1079080,0.99
51129.wav,الجبال مهربي من ظروف الحياة.mp3,1079.34,1084.2,دخلت وتوظفت وبقيت,1079340,1084200,0.85
51130.wav,الجبال مهربي من ظروف الحياة.mp3,1084.22,1089.06,عندي العقدة من مرض السكر، فكنت إذا أبغى أضرب,1084220,1089060,0.77
51131.wav,الجبال مهربي من ظروف الحياة.mp3,1089.1,1093.04,إبرة أنسولين أو أحلل كأني قاعد أستخدم جرعة,1089100,1093040,0.88
51132.wav,الجبال مهربي من ظروف الحياة.mp3,1093.04,1097.52,ممنوعة أو شيء من المخدرات أنزوي وأندس وأروح,1093040,1097520,0.98
